Site_ID,Cluster_3,Site,Region,Location,Paleolithic,Paleolithic_class,Neolithic,Neolithic_class,Chalcolithic,Chalcolithic_class,Bronze_Age,Bronze_class,Iron_Age,Iron_class,Roman,Roman_class,Ear_Byz,Ear_Byz_class,F1st_Bul_Emp,F1st_Bul_Emp_class,F2nd_Bul_Emp,F2nd_Bul_Emp_class,Material_general,Exposure_class,Exposure_tx,Int_Status,Nat_Status,DEM_,Slope_,Aspect_cos_,Aspect_sin_,FL_Dist,FL_Depth,rusle_cluster,rusle_log,Rusle_MTH,Final_FWI,FWI_MTH,FWI_DIST,ELSUS,ELSUS_MTH,ELSUS_DIST,PGA,Lithology,CLC_code,CLC_text,SEIS_SCR,FLOOD_SCR,FWI_SCR,ELSUS_SCR,RUSLE_SCR,ASSET_SCR,WLC_RISK2,RISK_CLASS2,MC_Mean_WLC,MC_SD,MC_CV_Pct,MC_Min_WLC,MC_Max_WLC,Baseline_Class_Stability_Pct,Gi_Bin,gi_class
SITE_0052,1,St. Marina Oikos,Burgas,Sozopol,0,,0,,0,,0,,1,Settlement,0,,0,,0,,0,,Earthwork / earthen architecture,1,Exposed,,,56.152,5.959,-0.831372,-0.525709,10533.78,0.000,0.035262,0.034654,Direct,12.60,Nearest valid cell,18091.02,3,Direct,66.96,0.079626,Intermediate Volcanic,313,Mixed forest,1,1,3,5,1,9,3.440611,Low,3.440005,0.069610,2.024,3.275971,3.622638,100.0,-3,Cold spot with 99% confidence
SITE_0053,1,Via sacra,Burgas,Sozopol,0,,0,,0,,0,,1,Infrastructure,1,Infrastructure,1,Infrastructure,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-Historical Reserve,3.638,5.643,0.957935,0.096095,12284.43,0.000,,0.839006,Urban excl.,12.60,Nearest valid cell,19291.89,3,Direct,59.07,0.079626,Intermediate Volcanic,142,Sport and leisure facilities,1,1,3,5,,1,2.187943,Low,2.190081,0.036565,1.670,2.083424,2.291305,100.0,-3,Cold spot with 99% confidence
SITE_0054,1,Aquae Calidae,Burgas,Vetren,0,,0,,0,,1,Ritual site,1,Infrastructure,1,Infrastructure,1,Infrastructure,1,Infrastructure,1,Infrastructure,Mortared stone masonry,1,Exposed,,Archaeological (group),35.846,8.630,-0.373100,0.441454,10396.04,0.000,,0.839006,Urban excl.,12.60,Direct,0.00,3,Direct,62.06,0.101312,Undifferentiated Sediment,242,Complex cultivation patterns,3,1,3,5,,1,2.832430,Low,2.834379,0.026882,0.948,2.760028,2.896620,100.0,-3,Cold spot with 99% confidence
SITE_0055,1,Alexandrovo Tomb,Haskovo,Alexandrovo,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,UNESCO Tentative List; European Heritage Label,Archaeological (single),253.459,16.669,-0.505216,0.756362,3545.55,0.000,0.922231,0.653486,Direct,40.13,Direct,0.00,1,Direct,91.87,0.177197,"Granitoid, Granite, Leucogranite, Granodiorite",321,Natural grasslands,7,1,9,1,1,7,6.131973,High,6.127893,0.068857,1.124,5.941000,6.319287,96.6,3,Hot spot with 99% confidence
SITE_0056,1,Asara Shrine and Fortress,Haskovo,Angel Voivoda,0,,0,,0,,1,Enclosure,1,Hillfort,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Archaeological (single),609.129,7.795,-0.438157,0.502909,15179.29,0.000,1.144658,0.762980,Direct,12.40,Direct,0.00,4,Direct,35.00,0.157624,Acid Pyroclastic,324,Transitional woodland-shrub,7,1,3,7,3,1,4.270406,Moderate,4.272789,0.064700,1.514,4.091295,4.455787,100.0,2,Hot spot with 95% confidence
SITE_0057,1,Dolmen Slavova Koriya,Haskovo,Balgarska Polyana,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,494.847,7.952,0.014924,-0.991995,17754.17,0.000,2.842272,1.346064,Direct,30.07,Direct,0.00,1,Direct,32.82,0.159479,"Granitoid, Granite, Leucogranite, Granodiorite",231,Pastures,7,1,7,1,5,5,5.557307,Moderate,5.554801,0.047872,0.862,5.411270,5.683173,100.0,2,Hot spot with 95% confidence
SITE_0058,1,Dolmen Gaidarov dolap,Haskovo,Bulgarska Polyana,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,361.495,8.019,-0.520294,-0.851756,18049.31,0.000,2.680232,1.302976,Direct,30.07,Direct,0.00,2,Direct,99.48,0.159479,"Granitoid, Granite, Leucogranite, Granodiorite",231,Pastures,7,1,7,3,5,5,5.805097,Moderate,5.803667,0.036827,0.635,5.693606,5.909395,100.0,2,Hot spot with 95% confidence
SITE_0059,2,Deaf Stones,Haskovo,Dabovets,0,,0,,0,,1,Rock sanctuary,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),575.191,22.283,-0.980228,-0.044500,6561.72,0.000,0.059907,0.058181,Direct,44.27,Direct,0.00,5,Direct,91.77,0.159334,Conglomerate,311,Broad-leaved forest,7,1,9,9,1,5,7.530967,High,7.529583,0.045930,0.610,7.391922,7.648576,100.0,3,Hot spot with 99% confidence
SITE_0060,1,Cromlech,Haskovo,Dolen Glavanak,0,,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),303.939,3.374,0.931124,0.003859,2824.87,0.000,0.677406,0.517248,Direct,44.20,Direct,0.00,3,Direct,60.44,0.151082,Intermediate Volcanic,324,Transitional woodland-shrub,7,1,9,5,1,5,6.288223,High,6.286889,0.058367,0.928,6.134897,6.451659,100.0,3,Hot spot with 99% confidence
SITE_0061,1,Mound Dolno Botevo,Haskovo,Dolno Botevo,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Archaeological (single),260.088,9.826,0.343334,0.424143,12494.91,0.000,4.726763,1.745150,Direct,44.20,Direct,0.00,2,Direct,85.46,0.165977,Undifferentiated Sediment,211,Non-irrigated arable land,7,1,9,3,5,7,6.732139,High,6.729730,0.048264,0.717,6.604410,6.854946,100.0,3,Hot spot with 99% confidence
SITE_0062,1,Kovan Kaya,Haskovo,Dolno Cherkovishte,0,,0,,0,,1,Rock sanctuary,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,188.528,15.867,-0.486732,0.867184,113.67,0.000,0.537565,0.430200,Direct,40.60,Direct,0.00,2,Direct,86.66,0.128530,Undifferentiated Sediment,324,Transitional woodland-shrub,3,5,9,3,1,5,4.987546,Moderate,4.985356,0.078583,1.576,4.787646,5.160888,100.0,2,Hot spot with 95% confidence
SITE_0063,3,Kovan Kaya niches I,Haskovo,Dolno Cherkovishte,0,,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Archaeological (single),212.916,33.759,-0.231608,0.966514,549.15,0.000,0.102381,0.097473,Direct,44.20,Direct,0.00,4,Direct,70.87,0.128530,"Alluvium, Eluvium",311,Broad-leaved forest,3,3,9,7,1,5,5.404898,Moderate,5.402344,0.063263,1.171,5.228259,5.596463,100.0,2,Hot spot with 95% confidence
SITE_0064,1,Gledka mound I,Haskovo,Gledka,0,,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,330.012,7.041,0.460784,0.215045,13377.46,0.000,3.065031,1.402421,Direct,44.20,Direct,0.00,2,Direct,86.98,0.165977,Undifferentiated Sediment,221,Vineyards,7,1,9,3,5,7,6.732139,High,6.729730,0.048264,0.717,6.604410,6.854946,100.0,3,Hot spot with 99% confidence
SITE_0065,1,Gledka mound II,Haskovo,Gledka,0,,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,333.210,8.914,0.343050,-0.155380,13312.63,0.000,2.515738,1.257249,Direct,44.20,Direct,0.00,2,Direct,61.64,0.165977,Undifferentiated Sediment,211,Non-irrigated arable land,7,1,9,3,5,7,6.732139,High,6.729730,0.048264,0.717,6.604410,6.854946,100.0,3,Hot spot with 99% confidence
SITE_0066,2,Furnadzhika,Haskovo,Gorno Pole,0,,0,,0,,0,,1,Rock-cut tomb,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,386.832,9.674,-0.829349,-0.486126,1871.75,0.000,0.261250,0.232103,Direct,44.20,Direct,0.00,3,Direct,57.66,0.155514,Intermediate Volcanic,324,Transitional woodland-shrub,7,1,9,5,1,5,5.827131,Moderate,5.827441,0.041718,0.716,5.709864,5.949673,100.0,3,Hot spot with 99% confidence
SITE_0067,1,Dolmen Gorno Voyvodino,Haskovo,Gorno Voyvodino,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,364.797,7.020,-0.156796,-0.524585,12402.96,0.000,2.548615,1.266557,Direct,38.87,Direct,0.00,2,Direct,106.77,0.164100,Undifferentiated Sediment,211,Non-irrigated arable land,7,1,9,3,5,5,6.392809,High,6.390993,0.053643,0.839,6.246236,6.541204,100.0,3,Hot spot with 99% confidence
SITE_0068,1,Dolmen Nachovi chairi,Haskovo,Hlyabovo,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,351.685,11.013,-0.802288,0.586105,18994.19,0.000,2.932620,1.369306,Direct,30.07,Direct,0.00,1,Direct,50.25,0.147071,"Granitoid, Granite, Leucogranite, Granodiorite",242,Complex cultivation patterns,5,1,7,1,5,5,4.969595,Moderate,4.967342,0.044064,0.887,4.852407,5.080973,100.0,2,Hot spot with 95% confidence
SITE_0069,1,Rodostitsa Fortress,Haskovo,Huhla,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,122.437,4.510,-0.144181,0.932500,257.69,0.000,0.028831,0.028423,Direct,65.70,Direct,0.00,3,Direct,29.73,0.159612,Undifferentiated Sediment,311,Broad-leaved forest,7,5,9,5,1,1,5.732100,Moderate,5.731668,0.080112,1.398,5.527224,5.947202,100.0,3,Hot spot with 99% confidence
SITE_0070,1,Villa Armira,Haskovo,Ivaylovgrad,0,,0,,0,,0,,0,,1,Villa,0,,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,191.643,4.756,-0.862969,-0.478068,6882.81,0.000,0.884239,0.633524,Direct,39.47,Direct,0.00,2,Direct,49.66,0.137795,Metamorphic Complex,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",5,1,9,3,1,1,4.774062,Moderate,4.773090,0.083595,1.751,4.580417,4.990613,100.0,2,Hot spot with 95% confidence
SITE_0071,1,Castra Rubra,Haskovo,Izvorovo,0,,0,,0,,0,,0,,1,Fort,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological complex (group),203.352,5.725,-0.517619,0.019028,6271.10,0.000,1.907026,1.067131,Direct,36.30,Direct,0.00,1,Direct,91.70,0.168493,"Orthogneiss, Granite-gneiss",243,"Land principally occupied by agriculture, with significant areas of natural vegetation",7,1,9,1,3,1,5.290171,Moderate,5.288169,0.086759,1.641,5.045936,5.523840,100.0,2,Hot spot with 95% confidence
SITE_0072,1,Kapitan Petko Voyvoda mound I,Haskovo,Kapitan Petko Voyvoda,0,,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,225.972,11.698,-0.020435,-0.381010,4221.08,0.000,2.249875,1.178616,Direct,35.57,Direct,0.00,2,Direct,48.02,0.141241,Undifferentiated Sediment,211,Non-irrigated arable land,5,1,9,3,5,7,6.144427,High,6.142270,0.057213,0.931,5.975811,6.287422,99.8,0,Not statistically significant
SITE_0073,1,Sanctuary of Nymphs and Aphrodite,Haskovo,Kasnakovo,0,,0,,0,,0,,0,,1,Temple,0,,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,151.374,7.353,0.964807,-0.011712,6490.00,0.000,5.815231,1.919160,Direct,37.00,Direct,0.00,2,Direct,73.73,0.189118,Metamorphic Complex,242,Complex cultivation patterns,9,1,9,3,7,1,6.478049,High,6.477465,0.083926,1.296,6.251805,6.691090,100.0,3,Hot spot with 99% confidence
SITE_0074,1,Fortress Klokotnitsa,Haskovo,Klokotnitsa,0,,0,,0,,0,,0,,0,,1,Fortress,1,Fortress,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,204.881,14.588,-0.892270,0.365926,9990.47,0.000,0.119304,0.112707,Direct,37.00,Direct,0.00,1,Direct,59.56,0.189118,Undifferentiated Sediment,311,Broad-leaved forest,9,1,9,1,1,1,5.701695,Moderate,5.699143,0.101204,1.776,5.401870,5.979040,100.0,3,Hot spot with 99% confidence
SITE_0075,1,Fortified ruling house,Haskovo,Knyazhevo,0,,0,,0,,0,,0,,0,,1,Villa,0,,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),122.230,6.412,-0.988596,-0.039873,55.90,0.000,0.759632,0.565105,Direct,35.57,Direct,0.00,1,Direct,22.56,0.135485,"Granitoid, Granite, Leucogranite, Granodiorite",243,"Land principally occupied by agriculture, with significant areas of natural vegetation",5,7,9,1,1,1,4.710077,Moderate,4.707603,0.086837,1.845,4.485141,4.931180,100.0,0,Not statistically significant
SITE_0076,2,Dolmen Mangura,Haskovo,Kostur,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,Archaeological (single),715.259,6.326,-0.124261,-0.717178,15084.59,0.000,0.033424,0.032877,Direct,30.07,Direct,0.00,3,Direct,92.58,0.159479,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,5,1,5,5.529738,Moderate,5.529689,0.032941,0.596,5.443423,5.625144,100.0,1,Hot spot with 90% confidence
SITE_0077,2,Dolmen Starite Loza,Haskovo,Kostur,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,Archaeological (single),712.524,6.499,0.085265,-0.954034,15258.53,0.000,0.076592,0.073800,Direct,30.07,Direct,0.00,3,Direct,71.86,0.159479,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,5,1,5,5.529738,Moderate,5.529689,0.032941,0.596,5.443423,5.625144,100.0,1,Hot spot with 90% confidence
SITE_0078,3,Hambar Kaya II,Haskovo,Madzharovo,0,,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,370.670,41.253,-0.876431,-0.455267,445.20,0.000,0.161095,0.149363,Direct,44.20,Direct,0.00,4,Direct,58.11,0.151082,Intermediate Volcanic,311,Broad-leaved forest,7,5,9,7,1,5,6.363027,High,6.361491,0.041743,0.656,6.255944,6.472177,100.0,3,Hot spot with 99% confidence
SITE_0079,2,Deaf Stones Church,Haskovo,Malko Gradishte,0,,0,,0,,0,,0,,0,,1,Basilica,0,,1,Basilica,Mortared mixed masonry (stone + brick),1,Exposed,,,576.949,18.790,-0.930919,-0.346218,6570.45,0.000,0.059907,0.058181,Direct,44.27,Direct,0.00,4,Direct,126.30,0.159334,Conglomerate,311,Broad-leaved forest,7,1,9,7,1,3,6.514720,High,6.513696,0.034433,0.529,6.398814,6.627694,100.0,3,Hot spot with 99% confidence
SITE_0080,1,Bukelon Fortress,Haskovo,Matochina,0,,0,,0,,0,,0,,1,Fort,1,Fortress,1,Fortress,1,Fortress,Mortared stone masonry,1,Exposed,,Architectural-construction,195.228,7.942,-0.664600,0.471903,1133.33,0.000,2.201679,1.163675,Direct,68.73,Direct,0.00,4,Direct,74.50,0.141471,"Orthogneiss, Granite-gneiss",321,Natural grasslands,5,1,9,7,5,1,5.622018,Moderate,5.623792,0.073942,1.315,5.429736,5.799010,100.0,1,Hot spot with 90% confidence
SITE_0081,1,Matochina Rock Church,Haskovo,Matochina,0,,0,,0,,0,,0,,0,,0,,0,,1,Church,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,178.949,10.158,-0.226085,-0.895692,2666.45,0.000,0.707766,0.535186,Direct,68.73,Direct,0.00,3,Direct,42.84,0.160055,Undifferentiated Sediment,321,Natural grasslands,7,1,9,5,1,3,5.948893,Moderate,5.948152,0.068602,1.153,5.768677,6.134286,76.3,0,Not statistically significant
SITE_0082,1,Merichleri mound I,Haskovo,Merichleri,0,,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,213.555,14.604,-0.871886,-0.391141,2010.66,0.000,,0.839006,Other excl.,37.00,Direct,0.00,1,Direct,103.43,0.196851,Undifferentiated Sediment,211,Non-irrigated arable land,9,1,9,1,,7,7.272231,High,7.268420,0.066967,0.921,7.064278,7.448564,100.0,3,Hot spot with 99% confidence
SITE_0083,1,Merichleri mound II,Haskovo,Merichleri,0,,0,,0,,0,,0,,1,Burial mound,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,208.991,2.169,-0.289649,-0.798737,2085.57,0.000,,0.839006,Other excl.,37.00,Direct,0.00,1,Direct,115.49,0.196851,Undifferentiated Sediment,211,Non-irrigated arable land,9,1,9,1,,7,7.272231,High,7.268420,0.066967,0.921,7.064278,7.448564,100.0,3,Hot spot with 99% confidence
SITE_0084,1,Merichleri mound III,Haskovo,Merichleri,0,,0,,0,,1,Burial mound,0,,0,,0,,0,,0,,Earthwork (earthen burial mound),2,Partially exposed,,,209.509,0.863,0.393198,-0.557571,2180.44,0.000,,0.839006,Other excl.,37.00,Direct,0.00,1,Direct,113.33,0.196851,Undifferentiated Sediment,221,Vineyards,9,1,9,1,,7,7.272231,High,7.268420,0.066967,0.921,7.064278,7.448564,100.0,3,Hot spot with 99% confidence
SITE_0085,1,Mezek Tumulus,Haskovo,Mezek,0,,0,,0,,0,,1,Thracian mound,0,,0,,0,,0,,Earthwork (earthen burial mound),3,Mostly subsurface,,Architectural-construction,190.000,7.027,-0.020587,0.309091,5666.38,0.000,1.164918,0.772383,Direct,44.27,Direct,0.00,1,Direct,48.45,0.163174,Undifferentiated Sediment,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",7,1,9,1,3,7,6.308161,High,6.304379,0.063268,1.004,6.132769,6.473057,100.0,3,Hot spot with 99% confidence
SITE_0086,1,Neutzikon Fortress,Haskovo,Mezek,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,,222.985,4.625,0.662075,0.588297,6515.50,0.000,0.026378,0.026036,Direct,44.27,Direct,0.00,3,Direct,82.21,0.163174,Undifferentiated Sediment,311,Broad-leaved forest,7,1,9,5,1,1,5.609564,Moderate,5.609416,0.081715,1.457,5.401987,5.829614,100.0,3,Hot spot with 99% confidence
SITE_0087,3,Mihalich Rock Church,Haskovo,Mihalich,0,,0,,0,,0,,0,,0,,0,,0,,1,Church,Mortared mixed masonry (stone + brick),1,Exposed,,Architectural-construction,343.935,16.619,-0.702679,-0.709124,11268.82,0.000,6.911840,2.068360,Direct,68.73,Direct,0.00,2,Direct,116.12,0.162333,Undifferentiated Sediment,243,"Land principally occupied by agriculture, with significant areas of natural vegetation",7,1,9,3,7,3,4.883870,Moderate,4.885948,0.067029,1.372,4.697754,5.054273,100.0,2,Hot spot with 95% confidence
SITE_0088,1,Dolmen Bayamluka,Haskovo,Mladinovo,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,366.693,3.620,-0.384865,0.922111,12350.12,0.000,0.382591,0.323959,Direct,30.07,Direct,0.00,1,Direct,92.93,0.165884,Metamorphic Complex,324,Transitional woodland-shrub,7,1,7,1,1,5,5.204931,Moderate,5.201831,0.057635,1.108,5.035575,5.369025,100.0,2,Hot spot with 95% confidence
SITE_0089,1,Orlovo Town,Haskovo,Orlovo,0,,0,,0,,0,,0,,0,,0,,1,Village,0,,Mortared stone masonry,1,Exposed,,Archaeological (single),206.689,0.845,-0.775296,0.279626,14292.65,0.000,0.195766,0.178787,Direct,38.87,Direct,0.00,2,Direct,106.80,0.161074,Undifferentiated Sediment,211,Non-irrigated arable land,7,1,9,3,1,1,5.361773,Moderate,5.360550,0.085415,1.593,5.128255,5.595724,100.0,3,Hot spot with 99% confidence
SITE_0090,1,Dolmen Kapakliyka II,Haskovo,Oryahovo,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,258.738,3.239,0.393371,-0.903639,8557.00,0.000,1.528429,0.927598,Direct,30.07,Direct,0.00,1,Direct,116.37,0.165884,Undifferentiated Sediment,211,Non-irrigated arable land,7,1,7,1,3,5,5.381119,Moderate,5.378316,0.051896,0.965,5.227479,5.524972,100.0,2,Hot spot with 95% confidence
SITE_0091,1,Mehir Stone Chuchul,Haskovo,Ovcharovo,0,,0,,1,Rock sanctuary,1,Rock sanctuary,0,,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,Architectural-construction,252.344,3.930,0.179827,-0.794175,8305.51,0.000,1.045700,0.715740,Direct,36.30,Direct,0.00,1,Direct,100.84,0.168782,"Granitoid, Granite, Leucogranite, Granodiorite",243,"Land principally occupied by agriculture, with significant areas of natural vegetation",7,1,9,1,3,5,5.968831,Moderate,5.965642,0.067127,1.125,5.780108,6.155647,67.7,2,Hot spot with 95% confidence
SITE_0092,3,Ak Kaya,Haskovo,Pchelari,0,,0,,0,,0,,1,Rock-cut tomb,0,,0,,0,,0,,Rock-cut / bedrock construction,3,Mostly subsurface,,,208.190,27.747,-0.783057,-0.452091,300.00,0.000,46.945026,3.870055,Direct,44.20,Direct,0.00,4,Direct,50.07,0.128530,"Alluvium, Eluvium",324,Transitional woodland-shrub,3,5,9,7,9,5,6.343973,High,6.343632,0.049951,0.787,6.210010,6.471897,100.0,3,Hot spot with 99% confidence
SITE_0093,3,Kara inn,Haskovo,Pchelari,0,,0,,0,,0,,1,Rock-cut tomb,0,,0,,0,,0,,Rock-cut / bedrock construction,3,Mostly subsurface,,,206.301,31.243,-0.963527,0.230585,290.00,0.000,21.681978,3.121571,Direct,44.20,Direct,0.00,4,Direct,86.94,0.128530,"Alluvium, Eluvium",324,Transitional woodland-shrub,3,5,9,7,9,5,6.343973,High,6.343632,0.049951,0.787,6.210010,6.471897,100.0,3,Hot spot with 99% confidence
SITE_0094,1,Dolmen Plevun,Haskovo,Plevun,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,372.634,6.375,0.119199,0.985637,9276.54,0.000,5.617318,1.889690,Direct,39.47,Direct,0.00,1,Direct,59.11,0.130657,"Orthogneiss, Granite-gneiss",211,Non-irrigated arable land,5,1,9,1,7,5,5.733495,Moderate,5.731153,0.065306,1.139,5.563676,5.902655,100.0,2,Hot spot with 95% confidence
SITE_0095,2,Kovan Kaya niches II,Haskovo,Potochnitsa,0,,0,,0,,0,,1,Rock sanctuary,0,,0,,0,,0,,Rock-cut / bedrock construction,2,Partially exposed,,,233.342,12.934,-0.273094,-0.175509,613.19,0.000,0.077383,0.074535,Direct,40.60,Direct,0.00,4,Direct,118.39,0.128530,"Alluvium, Eluvium",311,Broad-leaved forest,3,3,9,7,1,5,5.684674,Moderate,5.684430,0.061108,1.075,5.522262,5.846514,100.0,2,Hot spot with 95% confidence
SITE_0096,3,Efraim Fortress,Haskovo,Rabovo,0,,0,,0,,0,,0,,0,,1,Fortress,0,,1,Fortress,Mortared stone masonry,1,Exposed,,Archaeological (single),351.362,20.529,-0.533977,-0.631746,447.62,0.000,4.685007,1.737832,Direct,40.60,Direct,0.00,5,Direct,87.14,0.128530,Undifferentiated Sediment,311,Broad-leaved forest,3,5,9,9,5,1,6.576204,High,6.573644,0.082724,1.258,6.354665,6.805918,100.0,3,Hot spot with 99% confidence
SITE_0097,1,Dolmen Bakalov kladenets,Haskovo,Sakartsi,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,519.667,3.007,0.041044,0.284252,10776.01,0.000,0.072253,0.069762,Direct,30.07,Direct,0.00,1,Direct,59.72,0.159479,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,1,1,5,5.204931,Moderate,5.201831,0.057635,1.108,5.035575,5.369025,100.0,0,Not statistically significant
SITE_0098,1,Dolmen Byalata treva,Haskovo,Sakartsi,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,456.868,3.896,0.153911,-0.851593,16880.00,0.000,1.296371,0.831330,Direct,30.07,Direct,0.00,3,Direct,101.54,0.159479,"Granitoid, Granite, Leucogranite, Granodiorite",324,Transitional woodland-shrub,7,1,7,5,3,5,5.876699,Moderate,5.876048,0.034589,0.589,5.775926,5.976931,100.0,2,Hot spot with 95% confidence
SITE_0099,1,Dolmen Kapakliyka I,Haskovo,Sakartsi,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,Archaeological (single),473.543,2.942,0.350758,0.901141,13880.38,0.000,0.036393,0.035747,Direct,30.07,Direct,0.00,2,Direct,116.87,0.159479,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,3,1,5,5.452721,Moderate,5.450697,0.048725,0.894,5.309798,5.595004,100.0,1,Hot spot with 90% confidence
SITE_0100,1,Dolmen Kliftinova niva,Haskovo,Sakartsi,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,462.207,4.257,0.707786,0.494288,13019.08,0.000,0.070373,0.068007,Direct,30.07,Direct,0.00,3,Direct,98.39,0.159479,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,5,1,5,5.700511,Moderate,5.699563,0.042578,0.747,5.581566,5.820983,100.0,0,Not statistically significant
SITE_0101,1,Dolmen Paskalevi kelemeta,Haskovo,Sakartsi,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,464.541,3.328,-0.094667,0.968611,10362.00,0.000,0.030478,0.030022,Direct,30.07,Direct,0.00,2,Direct,131.37,0.159479,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,3,1,5,5.452721,Moderate,5.450697,0.048725,0.894,5.309798,5.595004,100.0,0,Not statistically significant
SITE_0102,2,Dolmen Sakartsi,Haskovo,Sakartsi,0,,0,,0,,0,,1,Thracian Dolmen,0,,0,,0,,0,,Dry stone masonry,3,Mostly subsurface,,,499.843,7.793,0.661373,-0.744476,10776.48,0.000,0.067156,0.064997,Direct,30.07,Direct,0.00,1,Direct,44.66,0.159479,"Granitoid, Granite, Leucogranite, Granodiorite",311,Broad-leaved forest,7,1,7,1,1,5,3.825902,Low,3.827548,0.092046,2.405,3.588281,4.054089,97.8,0,Not statistically significant
SITE_0103,1,Burdenis Fortress,Haskovo,Svilengrad,0,,0,,0,,0,,0,,0,,1,Fortress,0,,0,,Mortared stone masonry,1,Exposed,,Architectural-construction,68.941,3.517,-0.742376,-0.591585,10.00,0.000,1.251070,0.811406,Direct,57.77,Direct,0.00,2,Direct,108.82,0.166661,"Alluvium, Eluvium",242,Complex cultivation patterns,7,7,9,3,3,1,5.721766,Moderate,5.720414,0.078724,1.376,5.498019,5.931500,100.0,3,Hot spot with 99% confidence
